datetime_local,pm1,pm25,relativehumidity,temperature,um003
2026-01-01 01:00:00+07:00,60.50937498410543,95.77833337783814,51.060124937693274,26.64400039513906,14167.666666666666
2026-01-01 02:00:00+07:00,18.942499987284343,28.433500003814697,51.13166643778484,26.615833314259845,3482.8999999999996
2026-01-01 03:00:00+07:00,15.708333333333336,23.56750001907349,52.012499745686846,26.393166287740073,2745.933333333334
2026-01-01 04:00:00+07:00,16.775000000000002,25.322333335876465,52.615333493550615,26.25666666030884,2902.4666666666667
2026-01-01 05:00:00+07:00,19.02416664759318,28.66183341344198,53.48116664886475,26.138333606719968,3339.5500000000006
2026-01-01 06:00:00+07:00,22.371083339055378,34.13483333587647,53.10337494214375,26.04112505118052,4213.516666666666
2026-01-01 07:00:00+07:00,22.36383333206177,33.84749984741212,53.01466681162517,25.93149970372518,4194.983333333333
2026-01-01 08:00:00+07:00,23.802499993642172,36.103332932790124,51.665666580200195,25.998833370208743,4616.8166666666675
2026-01-01 09:00:00+07:00,24.98316666285197,37.84150009155274,49.74716676076253,26.561499849955236,4931.599999999999
2026-01-01 10:00:00+07:00,27.436333338419598,41.90516688028972,47.228333600362134,27.231833330790206,5705.883333333332
2026-01-01 11:00:00+07:00,31.711166731516528,48.378333028157556,43.93033313751221,28.846833070119228,7232.3
2026-01-01 12:00:00+07:00,33.41433305740357,51.09733327229819,42.305833117167154,29.02800006866455,7922.541666666667
2026-01-01 13:00:00+07:00,34.36554152170817,51.96929175059001,40.584666601816814,29.520458443959555,8301.995833333334
2026-01-01 14:00:00+07:00,29.908333269755047,45.24199981689453,36.68616657257079,31.10016657511393,6630.3
2026-01-01 15:00:00+07:00,30.763499991099042,45.77799987792969,34.59816678365072,32.073333168029784,6898.624999999999
2026-01-01 16:00:00+07:00,33.01100018819174,49.48816706339519,36.30133349100749,31.075500011444095,7806.45
2026-01-01 17:00:00+07:00,33.09750006993611,49.09716669718424,37.541999944051106,30.42383324305216,7790.958333333333
2026-01-01 18:00:00+07:00,35.3663335164388,53.07766672770183,40.39399992624918,29.96683317820231,8664.416666666664
2026-01-01 19:00:00+07:00,28.15145457874645,42.155090609463784,45.54945456764915,29.410727206143466,5967.263636363636
2026-01-01 20:00:00+07:00,23.586166667938233,35.899833424886076,45.89300009409587,28.644499969482425,4510.3916666666655
2026-01-01 21:00:00+07:00,24.158333333333328,36.61666666666667,45.676999664306635,28.252000077565512,4687.833333333333
2026-01-01 22:00:00+07:00,22.786166667938232,34.27816654841106,43.68933340708415,28.092666943868,4310.691666666667
2026-01-01 23:00:00+07:00,18.743374991416932,27.76241660118103,45.303708187739055,27.78041672706604,3324.49375
2026-01-02 00:00:00+07:00,10.755499998728434,15.132833321889242,46.754500134785964,27.319166660308838,1913.1000000000004
2026-01-02 01:00:00+07:00,11.677333323160807,16.478000005086262,49.2078332901001,26.979499975840252,2058.9166666666665
2026-01-02 02:00:00+07:00,15.3193333307902,22.188499991099036,51.58550001780191,26.6791667620341,2669.625
2026-01-02 03:00:00+07:00,15.833833344777426,22.43316666285197,49.54333343505859,26.422666454315188,2756.6
2026-01-02 04:00:00+07:00,19.66083332697551,29.088500022888184,50.007666651407874,26.19833345413208,3486.491666666667
2026-01-02 05:00:00+07:00,27.15833333333333,41.038666884104416,51.022499847412114,26.078833548227944,5758.991666666666
2026-01-02 06:00:00+07:00,36.072333367665614,55.632833607991536,50.47666664123535,25.811999797821045,8802.808333333332
2026-01-02 07:00:00+07:00,38.449333699544276,58.62533315022787,50.24716650644938,25.543333403269454,9714.45
2026-01-02 08:00:00+07:00,38.03449935913086,57.96683324178059,49.045333480834955,25.692833328247065,9590.174999999997
2026-01-02 09:00:00+07:00,42.458666483561196,65.13300018310547,47.57250003814698,26.44016679128011,10643.241666666669
2026-01-02 10:00:00+07:00,38.47799987792968,57.88633321126303,43.90783335367839,27.309666728973394,9635.258333333333
2026-01-02 11:00:00+07:00,32.88649975458781,49.39966684977213,40.457000160217284,29.105666542053225,7769.291666666665
2026-01-02 12:00:00+07:00,34.47233349482219,51.852500152587886,40.57100022633871,29.730333391825365,8303.958333333334
2026-01-02 13:00:00+07:00,30.34149996439616,45.550000000000004,40.84233315785726,29.71466665267944,6809.558333333334
2026-01-02 14:00:00+07:00,28.39099992116293,42.43266703287761,38.48400007883708,31.017000039418544,6068.674999999999
2026-01-02 15:00:00+07:00,27.41950000127157,40.79983342488607,35.361500104268394,32.56699984868368,5672.95
2026-01-02 16:00:00+07:00,29.336499945322675,44.32266642252605,37.88016681671143,30.87899993260702,6432.275000000001
2026-01-02 17:00:00+07:00,28.33966665267944,42.70566660563151,40.28866678873698,29.914166768391926,6059.774999999999
2026-01-02 18:00:00+07:00,26.680666637420654,39.68383312225342,43.8613333384196,29.27000001271566,5545.366666666666
2026-01-02 19:00:00+07:00,24.055041670799255,35.53100013732911,46.05208342870076,28.549291706085203,4650.94375
2026-01-02 20:00:00+07:00,22.785916662216184,33.68425000508626,47.46466692288717,28.219000180562336,4298.38125
2026-01-02 21:00:00+07:00,22.01056946383582,32.91952763398488,50.004472022586405,28.093833647833932,4124.183333333333
2026-01-02 22:00:00+07:00,19.873090917413883,29.69418182373047,51.5010910727761,27.859454276344994,3510.881818181818
2026-01-02 23:00:00+07:00,21.900250005722047,33.463999875386556,53.85512510935465,27.550499884287515,4091.904166666667
2026-01-03 00:00:00+07:00,25.414166673024496,38.6163335164388,54.30050010681153,27.284166653951004,5092.691666666667
