datetime_local,pm25,temperature_2m,relative_humidity_2m,precipitation,surface_pressure,wind_speed_10m,boundary_layer_height,hour,day_of_week,month,is_weekend,is_rush_hour,is_dry_season,hour_sin,hour_cos,month_sin,month_cos,pm25_lag_1,pm25_lag_2,pm25_lag_3,pm25_lag_6,pm25_lag_12,pm25_lag_24,pm25_lag_48,pm25_lag_72,pm25_roll_6h_mean,pm25_roll_6h_std,pm25_roll_12h_mean,pm25_roll_12h_std,pm25_roll_24h_mean,pm25_roll_24h_std,pm25_roll_48h_mean,pm25_roll_48h_std,pm25_roll_72h_mean,pm25_roll_72h_std,is_raining,hours_since_last_rain,wind_u,wind_v,pm25_diff_1h,pm25_diff_24h,pressure_trend_3h,wind_condition_encoded
2024-11-23 04:00:00+07:00,28.35000006357829,24.1,96.0,0.0,1007.9,5.4,105.0,4,5,11,1,0,1,0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001,34.83749930063883,38.75,41.483333905537926,23.983333269755047,37.233333905537926,54.03333377838135,49.725000063578285,32.52500009536743,34.749305460188125,4.834768902104196,26.901736093891994,9.3761455781055,37.01545140147209,12.81652339959677,38.57690970930789,11.46379406133613,38.55532405332283,12.106204741295665,0,10,3.019641678742034,-4.476802891797225,-6.487499237060543,-25.68333371480306,-0.8999999999999773,2
2024-11-23 05:00:00+07:00,24.75000015894572,23.9,96.0,0.0,1008.5,5.0,100.0,5,5,11,1,0,1,0.9659258262890684,0.2588190451025207,-0.8660254037844386,0.5000000000000001,28.35000006357829,34.83749930063883,38.75,30.99166679382324,21.5833334128062,50.13333320617676,53.46666653951009,28.81666660308838,33.709027687708534,6.264952398554554,27.16562498940362,9.25665400566026,35.957812524504135,12.73402038445299,37.978645826379456,11.419441630452688,38.49884257493196,12.161639962773275,0,11,2.8678821817552302,-4.095760221444959,-3.5999999046325684,-25.38333304723104,0.2000000000000454,2
2024-11-23 06:00:00+07:00,24.90000009536743,23.6,98.0,0.0,1009.2,3.7,75.0,6,5,11,1,0,1,1.0,6.123233995736766e-17,-0.8660254037844386,0.5000000000000001,24.75000015894572,28.35000006357829,34.83749930063883,34.08333269755045,20.13333336512248,50.100000063578285,59.35000069936117,35.833333333333336,32.17847225401136,7.206266801184738,27.56284721692403,9.026871913049764,34.90781252582868,12.554896976154556,37.26093748046292,11.126509009024955,38.346990724404655,12.26322389306666,0,12,2.328485446884399,-2.875440057390792,0.149999936421711,-25.199999968210854,1.400000000000091,2
2024-11-23 07:00:00+07:00,29.9333332379659,24.7,93.0,0.0,1009.6,2.7,130.0,7,5,11,1,1,1,0.9659258262890684,-0.2588190451025206,-0.8660254037844386,0.5000000000000001,24.90000009536743,24.75000015894572,28.35000006357829,41.483333905537926,21.533333381017048,48.5,58.39999961853027,49.800000508626304,30.253472142749363,5.583508795129707,28.2628472050031,8.840571500240486,34.13420141074392,12.249258327073688,36.66788193086783,10.727290758278135,38.07106479008993,12.225342731627288,0,13,2.28972985962235,-1.4307820134296536,5.033333142598469,-18.5666667620341,1.7000000000000457,2
2024-11-23 08:00:00+07:00,30.487499713897705,27.3,77.0,0.0,1010.2,3.6,260.0,8,5,11,1,1,1,0.8660254037844387,-0.4999999999999998,-0.8660254037844386,0.5000000000000001,29.9333332379659,24.90000009536743,24.75000015894572,38.75,11.050000111262005,55.45000044504801,53.19999980926514,54.24999968210856,28.876388761732315,3.804299771885364,29.88263883855608,6.986317949709663,33.09409721361266,11.390291676555876,36.19470484554768,10.480633830314472,37.741030068309215,12.1025543941318,0,14,3.1176914536239795,1.7999999999999998,0.5541664759318046,-24.962500731150307,1.7000000000000457,2
2024-11-23 09:00:00+07:00,45.46666653951009,29.1,70.0,0.0,1010.8,2.8,380.0,9,5,11,1,1,1,0.7071067811865476,-0.7071067811865475,-0.8660254037844386,0.5000000000000001,30.487499713897705,29.9333332379659,24.90000009536743,34.83749930063883,16.041666825612385,52.20000012715658,50.699999491373696,53.43333371480306,30.64791663487752,7.658147238420242,32.334722148047554,6.849232776407504,32.813541647460724,10.974569406898238,36.08567707571719,10.352970937638666,37.63038191309682,11.99298796973247,0,15,2.1449244407331385,1.7998053071223097,14.979166825612388,-6.733333587646484,1.599999999999909,2
2024-11-23 10:00:00+07:00,38.737500508626304,31.0,61.0,0.0,1010.6,3.2,1105.0,10,5,11,1,0,1,0.4999999999999999,-0.8660254037844387,-0.8660254037844386,0.5000000000000001,45.46666653951009,30.487499713897705,29.9333332379659,28.35000006357829,23.983333269755047,49.73333295186361,47.38333320617676,24.933333079020183,32.37916670905219,8.190405135185976,33.56423608462016,6.5306362364075765,32.35538196232584,10.454712060184116,35.90555556118488,10.226671608738643,37.82210646073023,11.897105255757245,0,16,-0.1674750599774203,3.1956145112146364,-6.729166030883789,-10.995832443237305,1.0,2
2024-11-23 11:00:00+07:00,32.166666666666664,32.2,55.0,0.0,1009.8,5.2,1325.0,11,5,11,1,0,1,0.258819045102521,-0.9659258262890682,-0.8660254037844386,0.5000000000000001,38.737500508626304,45.46666653951009,30.487499713897705,24.75000015894572,30.99166679382324,51.083333333333336,42.65833377838135,31.620833079020183,33.615277793672355,7.322388022087189,33.66215274069044,6.497281540898419,31.567187517881397,9.664620682057388,35.68697916302416,10.191331546828598,37.82968748278088,11.893271340599169,0,17,-0.5435480089917984,5.1715138559150216,-6.57083384195964,-18.91666666666667,-0.4000000000000909,2
2024-11-23 12:00:00+07:00,38.3041664759318,32.8,54.0,0.0,1008.7,4.7,1420.0,12,5,11,1,0,1,1.2246467991473532e-16,-1.0,-0.8660254037844386,0.5000000000000001,32.166666666666664,38.737500508626304,45.46666653951009,24.90000009536743,34.08333269755045,47.71666685740153,31.050000031789143,36.30000019073486,35.84930552376641,6.069121255224754,34.01388888888889,6.634946192735223,31.17500000198682,9.15851296726485,35.838107630610466,10.17487937268248,37.857523125630834,11.891986013613142,0,18,-0.1640276345017545,4.697136886989751,6.137499809265137,-9.412500381469728,-2.099999999999909,2
2024-11-23 13:00:00+07:00,36.125,33.6,53.0,0.0,1007.8,6.0,1650.0,13,5,11,1,0,1,-0.2588190451025208,-0.9659258262890684,-0.8660254037844386,0.5000000000000001,38.3041664759318,32.166666666666664,38.737500508626304,29.9333332379659,41.483333905537926,42.96666622161865,41.34166622161865,39.98333326975504,36.88124998410543,5.345259342550637,33.56736106342739,6.256045489729296,30.889930576086044,8.877698077642714,35.729427084326744,10.14265293427067,37.8039351635509,11.890964929099898,0,19,0.7312160604308849,5.955276909847932,-2.179166475931801,-6.841666221618652,-2.800000000000068,2
2024-11-23 14:00:00+07:00,26.699999968210857,33.8,51.0,0.0,1006.6,8.6,1770.0,14,5,11,1,0,1,-0.4999999999999997,-0.8660254037844388,-0.8660254037844386,0.5000000000000001,36.125,38.3041664759318,32.166666666666664,30.487499713897705,38.75,42.199999491373696,31.633333524068195,41.06666628519694,36.25000002649095,6.375671533416169,32.56319439411163,6.315348191172639,30.24409726262093,8.577874663819369,35.62664930191305,10.20981561102838,37.604398131370544,11.955806894613769,0,20,1.7880405410327311,8.412069366310728,-9.425000031789144,-15.499999523162838,-3.199999999999932,2
2024-11-23 15:00:00+07:00,26.32083320617676,32.0,57.0,0.1,1006.1,10.0,720.0,15,5,11,1,0,1,-0.7071067811865471,-0.7071067811865479,-0.8660254037844386,0.5000000000000001,26.699999968210857,36.125,38.3041664759318,45.46666653951009,34.83749930063883,38.233333905537926,29.09999990463257,46.73333326975504,33.05902780426873,5.581998339403594,31.85347221957313,6.512016823085429,29.747743066814213,8.439013323801413,35.56874999569522,10.25539389489619,37.32089118604307,11.978283112361956,1,0,6.293203910498376,7.771459614569709,-0.3791667620340959,-11.912500699361164,-2.6000000000000227,2
2024-11-23 16:00:00+07:00,45.84166685740153,31.7,57.0,0.2,1006.4,6.6,785.0,16,5,11,1,0,1,-0.8660254037844385,-0.5000000000000004,-0.8660254037844386,0.5000000000000001,26.32083320617676,26.699999968210857,36.125,38.737500508626304,28.35000006357829,37.233333905537926,31.84166622161865,37.18333339691162,34.243055529064605,7.463682821443483,33.3111111190584,7.533975965210438,30.106423606475197,8.939123647562708,35.86041667560736,10.345822693693991,37.44114581743876,12.02027125839903,1,0,1.2593393694851964,6.4787394107545815,19.52083365122477,8.608332951863602,-1.3999999999999773,2
2024-11-23 17:00:00+07:00,50.46666653951009,30.1,67.0,0.0,1007.1,5.1,310.0,17,5,11,1,1,1,-0.9659258262890684,-0.2588190451025206,-0.8660254037844386,0.5000000000000001,45.84166685740153,26.32083320617676,26.699999968210857,32.166666666666664,24.75000015894572,21.5833334128062,26.683333079020183,32.65000009536743,37.29305550787184,9.814397287470756,35.454166650772095,8.476046189418849,31.30989582008786,9.657208534191518,36.35590278936757,10.465783742413084,37.68859951805186,12.103352877691684,0,1,-2.702588247589344,4.325045290397773,4.624999682108566,28.88333312670389,0.5,2
2024-11-23 18:00:00+07:00,44.92916711171468,29.1,75.0,0.0,1007.7,4.7,145.0,18,5,11,1,1,1,-1.0,-1.8369701987210294e-16,-0.8660254037844386,0.5000000000000001,50.46666653951009,45.84166685740153,26.32083320617676,38.3041664759318,24.90000009536743,20.13333336512248,31.983333428700764,37.62916692097982,38.39722228050232,10.311010814149038,37.12326390213436,8.175526246605893,32.3430555595292,9.735567933117924,36.625607657763695,10.51738532659166,37.78998840958983,12.133386520597895,0,2,-4.149853686436957,2.206516345093686,-5.53749942779541,24.795833746592205,1.6000000000000227,2
2024-11-23 19:00:00+07:00,46.39999961853027,29.0,79.0,0.0,1008.6,3.7,120.0,19,5,11,1,1,1,-0.9659258262890684,0.2588190451025203,-0.8660254037844386,0.5000000000000001,44.92916711171468,50.46666653951009,45.84166685740153,36.125,29.9333332379659,21.533333381017048,35.89999961853027,32.28333314259847,40.109722216924034,10.703926708307272,38.49548610051473,8.24068797301168,33.37916665275892,9.857578110065727,36.844357657763695,10.610752153390845,37.986053221755554,12.157183652591607,0,3,-1.793795594911447,3.236092916415765,1.47083250681559,24.866666237513225,2.200000000000045,2
