datetime_local,pm1,pm10,pm25,relativehumidity,temperature,um003
2024-11-19 18:00:00+07:00,18.6,33.04000053405762,29.139999389648438,62.8,27.171999740600587,3519.66005859375
2024-11-19 19:00:00+07:00,18.700000127156574,32.65000025431315,29.15000009536743,57.81666692097982,29.02500057220459,3363.4999796549478
2024-11-19 20:00:00+07:00,20.53333314259847,36.19999917348226,31.78333314259847,57.333333333333336,29.130000432332356,3903.6500040690103
2024-11-19 21:00:00+07:00,20.016666889190674,34.38333304723104,30.950000127156574,56.8833335240682,29.161667188008625,3583.2999877929688
2024-11-19 22:00:00+07:00,19.679166793823242,33.30416711171468,30.21666669845581,56.39583269755045,29.043750286102295,3495.0249837239585
2024-11-19 23:00:00+07:00,20.449999968210857,34.76666657129923,31.06666660308838,57.100000063578285,29.019999980926514,3689.7999674479165
2024-11-20 00:00:00+07:00,23.733333269755047,42.3666664759318,35.800000508626304,57.0,29.12833372751872,4618.400065104167
2024-11-20 01:00:00+07:00,24.59999990463257,44.20000012715658,37.100000063578285,57.68333307902018,29.004999955495197,4913.149983723958
2024-11-20 02:00:00+07:00,31.383333524068195,58.51666736602783,47.516666094462074,56.61666679382324,29.010000069936115,7251.5
2024-11-20 03:00:00+07:00,37.96666653951009,69.1833340326945,57.21666685740153,55.95000012715658,29.138333956400555,9498.900024414062
2024-11-20 04:00:00+07:00,21.925000190734863,36.450000286102295,32.52500009536743,54.03333346048991,28.767500241597492,4077.1749471028647
2024-11-20 05:00:00+07:00,19.566667079925537,30.949999809265137,28.81666660308838,54.44999980926514,28.59500042597453,3406.75
2024-11-20 06:00:00+07:00,23.71666653951009,41.516666094462074,35.833333333333336,55.21666685740153,28.585000197092693,4661.150004069011
2024-11-20 07:00:00+07:00,33.266666889190674,59.85000038146973,49.800000508626304,56.333333333333336,28.75,7741.7499593098955
2024-11-20 08:00:00+07:00,36.36666711171468,65.43333307902019,54.24999968210856,56.350000063578285,28.806665897369385,8876.499959309896
2024-11-20 09:00:00+07:00,34.56666660308838,62.649999936421715,53.43333371480306,52.583333333333336,28.84166669845581,7735.4000244140625
2024-11-20 10:00:00+07:00,17.166666825612385,26.483333269755047,24.933333079020183,51.30000019073486,28.663333892822266,2993.3499959309897
2024-11-20 11:00:00+07:00,21.166666825612385,35.433333237965904,31.620833079020183,53.84999974568685,28.726666927337646,3875.7875366210938
2024-11-20 12:00:00+07:00,23.833333492279053,42.83333269755045,36.30000019073486,52.683332761128746,29.00833336512248,4644.1999918619795
2024-11-20 13:00:00+07:00,26.63333336512248,47.93333307902018,39.98333326975504,51.80000019073486,28.94499969482422,5471.5999755859375
2024-11-20 14:00:00+07:00,27.250000317891438,49.28333409627279,41.06666628519694,51.60000038146973,29.12500063578288,5707.7000732421875
2024-11-20 15:00:00+07:00,31.12499984105428,57.20416673024496,46.73333326975504,52.29999987284342,29.291666348775227,7108.975016276042
2024-11-20 16:00:00+07:00,24.96666653951009,43.333333015441895,37.18333339691162,52.29999987284342,29.086666425069172,4986.449951171875
2024-11-20 17:00:00+07:00,22.083333492279053,36.39999977747599,32.65000009536743,52.56666660308838,28.864999612172443,4078.8500162760415
